"","drinks.idDrink","drinks.strDrink","drinks.strCategory","drinks.strAlcoholic","drinks.strGlass","drinks.strInstructions","drinks.strDrinkThumb","drinks.strIngredient1","drinks.strIngredient2","drinks.strIngredient3","drinks.strIngredient4","drinks.strIngredient5","drinks.strIngredient6","drinks.strIngredient7","drinks.strIngredient8","drinks.strIngredient9","drinks.strIngredient10","drinks.strIngredient11","drinks.strIngredient12","drinks.strIngredient13","drinks.strIngredient14","drinks.strIngredient15","drinks.strMeasure1","drinks.strMeasure2","drinks.strMeasure3","drinks.strMeasure4","drinks.strMeasure5","drinks.strMeasure6","drinks.strMeasure7","drinks.strMeasure8","drinks.strMeasure9","drinks.strMeasure10","drinks.strMeasure11","drinks.strMeasure12","drinks.strMeasure13","drinks.strMeasure14","drinks.strMeasure15","drinks.dateModified"
"1032","12622","Parisette","Cocktail","Non alcoholic","vote","Pour grenadine syrup over some ice cubes in a large tumbler. Stir. Fill up with cold milk. Stir again, serve with a drinking straw.",NA,"Grenadine","Milk","","","","","","","","","","","","","","1 tsp ","
","
","
","
","
","
","","","","","","","","",NA
"1033","12624","Pineapple Lemonade","Cocktail","Non alcoholic","vote","Mix juice and sugar syrup in a large tumbler with several ice cubes. Stir well and top up with cold Soda Water. Serve with a drinking straw.",NA,"Orange juice","Pineapple juice","Sugar syrup","Soda water","","","","","","","","","","","","5 cl ","15 cl ","3 cl ","
","
","
","
","
","
","","","","","","",NA
"1034","12626","Pineapple Power","Cocktail","Non alcoholic","vote","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Pineapple","Water","Honey","Ginger","","","","","","","","","","","","1 can ","2 cups ","1 tblsp ","1/4 tsp "," "," "," "," "," ","","","","","","",NA
"1035","12628","Pussy Foot","Cocktail","Non alcoholic","Highball glass","Shake or blend briefly, strain into a highball glass. Garnish with fresh fruit, cherry, and a drinking straw.",NA,"Grenadine","Pineapple juice","Orange juice","Grapefruit juice","","","","","","","","","","","","1 cl ","4 cl ","4 cl ","4 cl "," "," "," "," "," ","","","","","","",NA
"1036","12630","Rail Splitter","Cocktail","Non alcoholic","Highball glass","Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.","http://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg","Sugar syrup","Lemon juice","Ginger ale","","","","","","","","","","","","","2 tsp ","
"," "," "," "," "," ","","","","","","","","","2015-09-02 16:27:40"
"1037","12632","Rose de Mai Cocktail","Cocktail","Non alcoholic","Cocktail glass","Shake very well pineapple juice, raspberry fruit-syrup and cream with ice cubes. Strain into a large cocktail glass.",NA,"Pineapple juice","Raspberry syrup","Cream","","","","","","","","","","","","","3 cl ","1-2 tsp ","6-7 cl "," "," "," "," "," ","","","","","","","",NA
"1038","12634","St. Clement's","Cocktail","Non alcoholic","vote","Mix with ice, serve. ""Oranges and lemons say the bells of St. Clement's""",NA,"Orange juice","Bitter lemon","","","","","","","","","","","","","","1 part fresh ","1 part "," "," "," "," "," ","","","","","","","","",NA
"1039","12636","Rhubarb Syrup","Cocktail","Non alcoholic","vote","Remove strings from rhubarb, wash, and cut into 1/2"" pieces. Wrap rhubarb in cheesecloth and tie shut. Bring sugar and water to boil. Put cheesecloth in the syrup and simmer over medium heat for 30 minutes or until it thickens. Remove cheesecloth, squeeze it to get the juice out. Pour syrup into a clean, dry bottle and cork tightly. To mix add 1 part syrup to 3 parts water and add 2 ice cubes per person. Serve well chilled.",NA,"Rhubarb","Water","Sugar","Rosewater","","","","","","","","","","","","1 lb ","1 cup ","2 cups ","2 tblsp "," "," "," "," "," ","","","","","","",NA
"1040","12638","Shirley Temple","Cocktail","Non alcoholic","Highball glass","Build in a highball glass. Add ginger ale over ice and sprinkle grenadine syrup over it. Garnish with a lemon slice and a cherry.",NA,"Ginger ale","Grenadine","","","","","","","","","","","","","","20 cl ","3 cl "," "," "," "," "," ","","","","","","","","",NA
"1041","12640","Tomato Cocktail","Cocktail","Non alcoholic","Cocktail glass","Stir in a mixing glass Worcestershire sauce, lemon juice, tomato juice, and a little salt and pepper over ice cubes. Strain off into a large cocktail glass.",NA,"Worcestershire sauce","Lemon juice","Tomato juice","Salt","Black pepper","","","","","","","","","","","1/2 tsp ","1 tsp ","10 cl ","
"," "," "," "," "," ","","","","","","",NA
"1042","12642","Grape Flip","Cocktail","Non alcoholic","vote","Shake or blend very well, serve icecold in a burgundy glass. If you wish to garnish, use grapes.",NA,"Milk","Grape juice","Egg yolk","Raspberry syrup","","","","","","","","","","","","10 cl cold ","5 cl red ","1 ","2 tsp "," "," "," "," "," ","","","","","","",NA
"1043","12644","Tropical","Cocktail","Non alcoholic","vote","Shake or build directly in the glass.",NA,"Grenadine","Mint syrup","Milk","","","","","","","","","","","","","2 cl ","2 cl ","10 cl cold "," "," "," "," "," ","","","","","","","",NA
"1044","12646","Sammensurium (Mix up)","Ordinary Drink","Alcoholic","Highball glass","Build over ice in a highball glass.",NA,"Vodka","Pisang Ambon","Blue Curacao","Orange juice","Grenadine","","","","","","","","","","","2 cl ","2 cl ","2 cl ","1 dl ","1 dash "," "," "," "," "," ","","","","","",NA
"1045","12648","Ishav","Ordinary Drink","Alcoholic","Highball glass","Shake vodka, Pisang and sour mix well with ice. Pour into a highball glass. Fill with soda water.",NA,"Vodka","Pisang Ambon","Sour mix","Soda water","","","","","","","","","","","","4 cl ","2 cl ","2 cl ","10 cl "," "," "," "," "," ","","","","","","",NA
"1046","12650","Homemade Ginger Beer","Soft Drink / Soda","Non alcoholic","vote","Combine the crushed ginger,lime peel,juice and sugar in a jar or bottle larger than 32 oz with a lid that can be tightly sealed. Pour in the boiling water. Cover loosely and let cool to room temp. Dissolve the yeast in the lukewarm water and add. Seal the jar as tightly as possible and let stand at room temp overnight. Chill, strain and serve.",NA,"Ginger","Lime juice","Lime","Sugar","Water","Yeast","Water","","","","","","","","","1 oz peeled & crushed ","1/3 cup ","Peel of 3 small ","1/2 cup ","3 3/4 cups boiling ","1/4 tsp ","1/4 cup lukewarm "," "," "," "," "," ","","","",NA
"1047","12652","Homemade Snapple","Soft Drink / Soda","Non alcoholic","vote","Let tea steep for at about 5 mins so it's nice and strong. After tea is cool, mix together the remaining ingredients. Add more sugar and/or lemon juice to suit your taste. Some flavors may need more juice concentrate.",NA,"Tea","Water","Fruit juice","Sugar","Lemon juice","","","","","","","","","","","1 cup strong ","1 cup cold ","3 tblsp ","1 tblsp "," to add tartness (optional)
","
","
","
","
","
","","","","","",NA
"1048","12654","Banana Milk Shake","Milk / Float / Shake","Non alcoholic","White wine glass","Blend very well, preferably in a household mixer. Serve in a wine glass, garnish with whipped cream and a piece of banana.",NA,"Milk","Orange juice","Sugar syrup","Banana","","","","","","","","","","","","10 cl cold ","4 cl ","2 tsp ","1/2 "," "," "," "," "," ","","","","","","",NA
"1049","12656","Banana Strawberry Shake","Milk / Float / Shake","Non alcoholic","vote","Blend all together in a blender until smooth.",NA,"Strawberries","Banana","Yoghurt","Milk","Honey","","","","","","","","","","","1/2 lb frozen ","1 frozen ","1 cup plain ","1 cup "," to taste
","
","
","
","
","
","","","","","",NA
"1050","12658","Banana Strawberry Shake Daiquiri-type","Milk / Float / Shake","Non alcoholic","vote","Blend all together in a blender until smooth.",NA,"Strawberries","Banana","Apple juice","","","","","","","","","","","","","1/2 lb frozen ","1 frozen ","2 cups fresh "," "," "," "," "," ","","","","","","","",NA
"1051","12660","Cool Cow","Milk / Float / Shake","Non alcoholic","vote","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Milk","Almond flavoring","Honey","","","","","","","","","","","","","2 cups ","1/2 tsp ","4 tsp "," "," "," "," "," ","","","","","","","",NA
"1052","12662","Crazy Cow","Milk / Float / Shake","Non alcoholic","vote","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Apple juice","Milk","","","","","","","","","","","","","","1 cup ","1 cup "," "," "," "," "," ","","","","","","","","",NA
"1053","12664","Dutch Treat","Milk / Float / Shake","Non alcoholic","vote","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Milk","Cocoa powder","Vanilla extract","Honey","Cinnamon","","","","","","","","","","","2 cups ","2 tblsp carob or ","1/2 tsp ","2 tblsp ","1/2 tsp "," "," "," "," "," ","","","","","",NA
"1054","12666","Earth Shake","Other/Unknown","Non alcoholic","vote","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Pineapple juice","Pineapple","Carrot","","","","","","","","","","","","","1 1/2 cup ","1/2 cup crushed ","1 large "," "," "," "," "," ","","","","","","","",NA
"1055","12668","Egg Cream","Other/Unknown","Non alcoholic","vote","Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",NA,"Chocolate syrup","Milk","Soda water","","","","","","","","","","","","","2 tblsp ","6 oz whole ","6 oz "," "," "," "," "," ","","","","","","","",NA
"1056","12670","Fruit Cooler","Other/Unknown","Non alcoholic","vote","Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve.",NA,"Apple juice","Strawberries","Sugar","Lemon","Apple","Soda water","Ice","","","","","","","","","1 can frozen ","1 cup ","2 tblsp ","1 ","1 ","1 L ","
","
","
","
","
","
","","","",NA
"1057","12672","Fruit Flip-Flop","Other/Unknown","Non alcoholic","vote","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Yoghurt","Fruit juice","","","","","","","","","","","","","","1 cup ","1 cup "," "," "," "," "," ","","","","","","","","",NA
"1058","12674","Fruit Shake","Other/Unknown","Non alcoholic","vote","Blend til smooth.",NA,"Yoghurt","Banana","Orange juice","Fruit","Ice","","","","","","","","","","","1 cup fruit ","1 ","4 oz frozen ","1/2 piece textural ","6 "," "," "," "," "," ","","","","","",NA
"1059","12676","Grapple","Other/Unknown","Non alcoholic","vote","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Grape juice","Apple cider","Lemon juice","Cinnamon","","","","","","","","","","","","1 cup ","1 cup ","1 tsp ","1/4 tsp "," "," "," "," "," ","","","","","","",NA
"1060","12678","Great Grapes","Other/Unknown","Non alcoholic","vote","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Grape juice","Soda water","Honey","Lemon juice","","","","","","","","","","","","1 cup ","1 cup ","1 tblsp ","1 tblsp "," "," "," "," "," ","","","","","","",NA
"1061","12680","Hot Cider","Other/Unknown","Non alcoholic","vote","Stud the oranges with cloves. (Push the pointy end into them until the flower part is flush with the peel.) I use about 10 per orange. You may want to peel the top layer of skin off the orange if you don't want to ingest the dyes they put on them to make them orange. Put the cider into a large saucepan, and add the oranges and some cinnamon sticks (one or two will do). Heat for hours (you can just leave it on all day for a party). It gets better with age. Just pour in more cider when it starts getting low.",NA,"Orange","Cloves","Apple cider","Cinnamon","","","","","","","","","","","","1-2 ","A few whole ","
"," "," "," "," "," ","","","","","","","",NA
"1062","12682","Hot Mulled Cider #1","Other/Unknown","Non alcoholic","vote","Dump cider, cinnamon sticks and a couple of teaspoons of nutmeg into a pot over very low heat. Slice oranges (after washing them well!!), and stick whole cloves into the rind, then float in cider as it warms. That's it. Drink when it gets warm. You can dump more cider into it up to a point when the spices get old - then just start again with a new set of spices, and a new orange.",NA,"Apple cider","Orange","Cloves","Cinnamon","Nutmeg","","","","","","","","","","","
",", washed
","
","
","
","
","
","
","
","","","","","","",NA
"1063","12684","Hot Spiced Cider #1","Other/Unknown","Non alcoholic","vote","Add allspice, clove and cinnamon stick to the apple cider and let simmer for 1 hour (or longer). This may not look like much spice, but it really does make a pleasantly spicey cider.",NA,"Apple cider","Allspice","Clove","Cinnamon","","","","","","","","","","","","1 gal good ","1 ","1 ","1 "," "," "," "," "," ","","","","","","",NA
"1064","12686","Jungle Juice #2","Other/Unknown","Non alcoholic","vote","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Banana","Orange juice","Ginger","","","","","","","","","","","","","1 ","2 cups ","1 dash "," "," "," "," "," ","","","","","","","",NA
"1065","12688","Just a Moonmint","Milk / Float / Shake","Non alcoholic","vote","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Milk","Chocolate syrup","Mint syrup","","","","","","","","","","","","","2 cups ","
","
","
","
","
","
","
","","","","","","","",NA
"1066","12690","Lassi - A South Indian Drink","Other/Unknown","Non alcoholic","vote","Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",NA,"Yoghurt","Water","Cumin seed","Salt","Mint","","","","","","","","","","","1/2 cup plain ","1 1/4 cup cold ","1/2 tsp ground roasted ","1/4 tsp ","1/4 tsp dried "," "," "," "," "," ","","","","","",NA
"1067","12692","Lassi Khara","Other/Unknown","Non alcoholic","vote","Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.",NA,"Yoghurt","Water","Salt","Asafoetida","","","","","","","","","","","","1 cup ","2 cups cold ","1 tsp ","1 pinch "," "," "," "," "," ","","","","","","",NA
"1068","12694","Lassi Raita","Other/Unknown","Non alcoholic","vote","Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",NA,"Yoghurt","Ice","Sugar","Lime","Salt","","","","","","","","","","","2 cups ","4-6 ","
","
","
","
","
","
","
","","","","","","",NA
"1069","12696","Lassi - Sweet","Other/Unknown","Non alcoholic","vote","Put all ingredients into a blender and blend until nice and frothy. Serve chilled.",NA,"Yoghurt","Water","Sugar","Salt","Lemon juice","","","","","","","","","","","1 cup ","2 cups cold ","4 tblsp ","pinch ","2 tblsp "," "," "," "," "," ","","","","","",NA
"1070","12698","Lassi - Mango","Other/Unknown","Non alcoholic","vote","Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.",NA,"Mango","Yoghurt","Sugar","Water","","","","","","","","","","","","2 ","2 cups ","1/2 cup ","1 cup iced "," "," "," "," "," ","","","","","","",NA
"1071","12700","Vegan - Hot indian ""milk"" drink","Other/Unknown","Non alcoholic","vote","In a large cooking pot (at least twice the size needed to contain your soy milk), mix everything together and heat on high while stirring constantly. Bring to a boil (remember to stir constantly!), and the concoction will froth up. Remove from heat, let the froth subside, and repeat this cycle three more times. This is why your pot has to be bigger: the frothing would cause a major spill if you used a smaller pot. Serve and drink while hot. You can also adjust sweetness in your cup. Some people may want to strain this, as the ground spices sometimes have some coarse particles. This is a very nice hot drink, with a definite indian-food flavour, spicy-sweet and rich. The original recipe using milk also called for a tablespoon of butter for each serving (yuk!), and that was intended to make the drink rich-tasting. The thicker soy milk already has that thick rich texture, and is much lower in fat content.",NA,"Soy milk","Ginger","Cloves","Cinnamon","Allspice","Sugar","","","","","","","","","","1/2 L unflavored ","1/2 tsp ground ","1/2 tsp ground ","1/2 tsp ground ","1/2 tsp ground ","1 tsp "," "," "," "," "," ","","","","",NA
